Record Length;2500;Points;-2,50E-03;1,072
Sample Interval;2,00E-06;s;-2,50E-03;1,08
Trigger Point;1,25E+03;Samples;-2,50E-03;1,08
;;;-2,49E-03;1,0880001
;;;-2,49E-03;1,0960001
;;;-2,49E-03;1,0960001
Source;CH1;;-2,49E-03;1,1040001
Vertical Units;Volts;;-2,49E-03;1,1120001
Vertical Scale;2,00E-01;;-2,48E-03;1,1120001
Vertical Offset;0;;-2,48E-03;1,12
Horizontal Units;s;;-2,48E-03;1,128
Horizontal Scale;5,00E-04;;-2,48E-03;1,128
Pt Fmt;Y;;-2,48E-03;1,136
Yzero;-5,12;;-2,47E-03;1,1440001
Probe Atten;1;;-2,47E-03;1,1440001
;;;-2,47E-03;1,1440001
Note;TDS 2012B - 11:24:02 a. m.   29/07/2026;;-2,47E-03;1,1520001
;;;-2,47E-03;1,1600001
;;;-2,46E-03;1,1680001
;;;-2,46E-03;1,1680001
;;;-2,46E-03;1,176
;;;-2,46E-03;1,176
;;;-2,46E-03;1,184
;;;-2,45E-03;1,192
;;;-2,45E-03;1,192
;;;-2,45E-03;1,2
;;;-2,45E-03;1,2080001
;;;-2,45E-03;1,2160001
;;;-2,44E-03;1,2160001
;;;-2,44E-03;1,2160001
;;;-2,44E-03;1,2240001
;;;-2,44E-03;1,2320001
;;;-2,44E-03;1,24
;;;-2,43E-03;1,24
;;;-2,43E-03;1,24
;;;-2,43E-03;1,248
;;;-2,43E-03;1,256
;;;-2,43E-03;1,256
;;;-2,42E-03;1,2640001
;;;-2,42E-03;1,2720001
;;;-2,42E-03;1,2800001
;;;-2,42E-03;1,2800001
;;;-2,42E-03;1,2880001
;;;-2,41E-03;1,2880001
;;;-2,41E-03;1,296
;;;-2,41E-03;1,296
;;;-2,41E-03;1,304
;;;-2,41E-03;1,304
;;;-2,40E-03;1,312
;;;-2,40E-03;1,3200001
;;;-2,40E-03;1,3200001
;;;-2,40E-03;1,3200001
;;;-2,40E-03;1,3280001
;;;-2,39E-03;1,3280001
;;;-2,39E-03;1,3360001
;;;-2,39E-03;1,3440001
;;;-2,39E-03;1,3440001
;;;-2,39E-03;1,3520001
;;;-2,38E-03;1,3520001
;;;-2,38E-03;1,36
;;;-2,38E-03;1,36
;;;-2,38E-03;1,368
;;;-2,38E-03;1,368
;;;-2,37E-03;1,376
;;;-2,37E-03;1,3840001
;;;-2,37E-03;1,3840001
;;;-2,37E-03;1,3840001
;;;-2,37E-03;1,3920001
;;;-2,36E-03;1,3920001
;;;-2,36E-03;1,4000001
;;;-2,36E-03;1,4000001
;;;-2,36E-03;1,4080001
;;;-2,36E-03;1,4080001
;;;-2,35E-03;1,416
;;;-2,35E-03;1,416
;;;-2,35E-03;1,424
;;;-2,35E-03;1,424
;;;-2,35E-03;1,432
;;;-2,34E-03;1,432
;;;-2,34E-03;1,432
;;;-2,34E-03;1,4400001
;;;-2,34E-03;1,4400001
;;;-2,34E-03;1,4400001
;;;-2,33E-03;1,4480001
;;;-2,33E-03;1,4480001
;;;-2,33E-03;1,4560001
;;;-2,33E-03;1,4560001
;;;-2,33E-03;1,4560001
;;;-2,32E-03;1,4560001
;;;-2,32E-03;1,4640001
;;;-2,32E-03;1,4720001
;;;-2,32E-03;1,4720001
;;;-2,32E-03;1,4720001
;;;-2,31E-03;1,48
;;;-2,31E-03;1,48
;;;-2,31E-03;1,48
;;;-2,31E-03;1,48
;;;-2,31E-03;1,488
;;;-2,30E-03;1,488
;;;-2,30E-03;1,4960001
;;;-2,30E-03;1,4960001
;;;-2,30E-03;1,5040001
;;;-2,30E-03;1,4960001
;;;-2,29E-03;1,5040001
;;;-2,29E-03;1,5040001
;;;-2,29E-03;1,5040001
;;;-2,29E-03;1,5040001
;;;-2,29E-03;1,5040001
;;;-2,28E-03;1,5120001
;;;-2,28E-03;1,5120001
;;;-2,28E-03;1,5120001
;;;-2,28E-03;1,5200001
;;;-2,28E-03;1,5200001
;;;-2,27E-03;1,5200001
;;;-2,27E-03;1,5200001
;;;-2,27E-03;1,5280001
;;;-2,27E-03;1,5280001
;;;-2,27E-03;1,5280001
;;;-2,26E-03;1,5280001
;;;-2,26E-03;1,5280001
;;;-2,26E-03;1,536
;;;-2,26E-03;1,536
;;;-2,26E-03;1,536
;;;-2,25E-03;1,536
