Record Length;1024;Points;0;-40,54850006
Sample Interval;1,2330334;Hz;1,2330334;-38,14850235
Trigger Point;0;Samples;2,4660668;-44,14850235
;;;3,69910026;-72,54850006
;;;4,93213367;-68,54850006
;;;6,16516685;-74,94850159
Source;MATH;;7,398200512;-74,94850159
Vertical Units;dB;;8,631234169;-74,94850159
Vertical Scale;10,0000001;;9,864267349;-74,94850159
Vertical Offset;-34;9485;11,0973005;-74,94850159
Horizontal Units;Hz;;12,3303337;-74,94850159
Horizontal Scale;126,2626221;;13,5633678;-74,94850159
Pt Fmt;Y;;14,796401;-74,94850159
Yzero;0;;16,0294342;-74,94850159
;;;17,2624683;-74,94850159
;;;18,4955006;-74,94850159
Note;TDS 2012B - 01:18:11 p. m.   30/07/2026;;19,7285347;-68,54850006
;;;20,96156883;-72,54850006
;;;22,19460106;-69,34850311
;;;23,42763519;-68,54850006
;;;24,66066742;-74,94850159
;;;25,89370155;-74,94850159
;;;27,12673569;-74,94850159
;;;28,35976791;-74,94850159
;;;29,59280205;-74,94850159
;;;30,82583618;-74,94850159
;;;32,05886841;-74,94850159
;;;33,29190063;-74,94850159
;;;34,52493668;-74,94850159
;;;35,7579689;-74,94850159
;;;36,99100113;-74,94850159
;;;38,22403717;-74,94850159
;;;39,4570694;-74,94850159
;;;40,69010162;-74,94850159
;;;41,92313766;-74,94850159
;;;43,15616989;-74,94850159
;;;44,38920212;-74,94850159
;;;45,62223816;-72,54850006
;;;46,85527039;-72,54850006
;;;48,08830261;-68,54850006
;;;49,32133484;-69,34850311
;;;50,55437088;-74,94850159
;;;51,78740311;-74,94850159
;;;53,02043533;-74,94850159
;;;54,25347137;-74,94850159
;;;55,4865036;-74,94850159
;;;56,71953583;-72,54850006
;;;57,95257187;-74,94850159
;;;59,1856041;-74,94850159
;;;60,41863632;-74,94850159
;;;61,65167236;-74,94850159
;;;62,88470459;-74,94850159
;;;64,11773682;-74,94850159
;;;65,35076904;-74,94850159
;;;66,58380127;-74,94850159
;;;67,81684113;-74,94850159
;;;69,04987335;-74,94850159
;;;70,28290558;-69,34850311
;;;71,51593781;-72,54850006
;;;72,74897003;-72,54850006
;;;73,98200226;-68,54850006
;;;75,21504211;-72,54850006
;;;76,44807434;-74,94850159
;;;77,68110657;-72,54850006
;;;78,91413879;-74,94850159
;;;80,14717102;-69,34850311
;;;81,38020325;-74,94850159
;;;82,61323547;-74,94850159
;;;83,84627533;-74,94850159
;;;85,07930756;-72,54850006
;;;86,31233978;-74,94850159
;;;87,54537201;-74,94850159
;;;88,77840424;-74,94850159
;;;90,01143646;-74,94850159
;;;91,24447632;-74,94850159
;;;92,47750855;-74,94850159
;;;93,71054077;-74,94850159
;;;94,943573;-74,94850159
;;;96,17660523;-74,94850159
;;;97,40963745;-74,94850159
;;;98,64266968;-74,94850159
;;;99,87570953;-74,94850159
;;;101,1087418;-74,94850159
;;;102,341774;-74,94850159
;;;103,5748062;-74,94850159
;;;104,8078384;-74,94850159
;;;106,0408707;-74,94850159
;;;107,2739105;-74,94850159
;;;108,5069427;-74,94850159
;;;109,739975;-74,94850159
;;;110,9730072;-74,94850159
