Record Length,1024,Points,0.0,-41.34850311,
Sample Interval,12.3303347,Hz,12.3303347,-39.74850082,
Trigger Point,0.0,Samples,24.66066933,-48.94850159,
,,,36.99100494,-52.14850235,
,,,49.32133865,-52.54850006,
,,,61.651672363,-60.548500061,
Source,MATH,,73.982009888,-56.948501587,
Vertical Units,dB,,86.312339783,-44.94850159,
Vertical Scale,10.0000001,,98.642677307,-42.54850006,
Vertical Offset,-34,9485,,110.9730148,-42.94850159,
Horizontal Units,Hz,,123.3033447,-45.34850311,
Horizontal Scale,1.2626263E3,,135.6336823,-59.348503113,
Pt Fmt,Y,,147.9640198,-62.948501587,
Yzero,0.0,,160.29435730,-55.348503113,
,,,172.62467957,-54.54850006,
,,,184.95501709,-54.54850006,
Note,TDS 2012B - 02:19:56 p. m.   30/07/2026,,197.28535461,-61.348503113,
,,,209.61569214,-74.948501587,
,,,221.94602966,-50.94850159,
,,,234.27635193,-46.14850235,
,,,246.60668945,-46.14850235,
,,,258.93704224,-47.34850311,
,,,271.26736450,-56.948501587,
,,,283.59768677,-64.148498535,
,,,295.92803955,-53.74850082,
,,,308.25836182,-51.34850311,
,,,320.58871460,-50.94850159,
,,,332.91903687,-54.14850235,
,,,345.24935913,-68.548500061,
,,,357.57971191,-60.148502350,
,,,369.91003418,-52.94850159,
,,,382.24038696,-52.94850159,
,,,394.57070923,-53.34850311,
,,,406.901031494,-60.148502350,
,,,419.231384277,-56.948501587,
,,,431.561706543,-40.14850235,
,,,443.892059326,-36.94850159,
,,,456.222381592,-36.94850159,
,,,468.552703857,-38.54850006,
,,,480.883056641,-48.54850006,
,,,493.213378906,-66.548500061,
,,,505.543731689,-55.348503113,
,,,517.874084473,-53.74850082,
,,,530.204406738,-53.74850082,
,,,542.534729004,-57.348503113,
,,,554.865051270,-72.548500061,
,,,567.195373535,-54.14850235,
,,,579.525756836,-48.54850006,
,,,591.856079102,-48.14850235,
,,,604.186401367,-48.94850159,
,,,616.516723633,-56.948501587,
,,,628.847045898,-68.548500061,
,,,641.177429199,-53.34850311,
,,,653.507751465,-50.14850235,
,,,665.838073730,-49.74850082,
,,,678.168395996,-50.94850159,
,,,690.498718262,-64.148498535,
,,,702.829101563,-65.348503113,
,,,715.159423828,-53.74850082,
,,,727.489746094,-53.74850082,
,,,739.820068359,-51.34850311,
,,,752.150390625,-51.74850082,
,,,764.480773926,-39.74850082,
,,,776.811096191,-12.5485010,
,,,789.141418457,-6.94850111,
,,,801.471740723,-6.94850111,
,,,813.802062988,-7.748501301,
,,,826.132446289,-15.7485008,
,,,838.462768555,-42.94850159,
,,,850.793090820,-53.74850082,
,,,863.123413086,-51.34850311,
,,,875.453735352,-54.54850006,
,,,887.784118652,-55.748500824,
,,,900.114440918,-74.948501587,
,,,912.444763184,-62.548503876,
,,,924.775085449,-51.34850311,
,,,937.105407715,-50.94850159,
,,,949.435791016,-50.94850159,
,,,961.766113281,-55.748500824,
,,,974.096435547,-74.948501587,
,,,986.426757813,-52.94850159,
,,,998.757080078,-48.14850235,
,,,1.0110875E3,-48.14850235,
,,,1.0234178E3,-49.34850311,
,,,1.0357482E3,-58.548500061,
,,,1.0480785E3,-66.548500061,
,,,1.0604089E3,-54.948501587,
,,,1.0727392E3,-52.14850235,
,,,1.0850695E3,-52.94850159,
,,,1.0973998E3,-55.748500824,
,,,1.1097302E3,-68.548500061,
,,,1.1220605E3,-45.74850082,
,,,1.1343908E3,-37.74850082,
,,,1.1467211E3,-37.34850311,
,,,1.1590516E3,-37.74850082,
,,,1.1713819E3,-42.94850159,
,,,1.1837122E3,-72.548500061,
,,,1.1960425E3,-56.148502350,
,,,1.2083729E3,-53.74850082,
,,,1.2207032E3,-52.94850159,
,,,1.2330335E3,-54.948501587,
,,,1.2453638E3,-64.148498535,
,,,1.2576942E3,-68.548500061,
,,,1.2700245E3,-53.34850311,
,,,1.2823549E3,-52.14850235,
,,,1.2946852E3,-51.34850311,
,,,1.3070156E3,-54.54850006,
,,,1.3193459E3,-66.548500061,
,,,1.3316762E3,-52.94850159,
,,,1.3440065E3,-46.54850006,
,,,1.3563369E3,-46.14850235,
,,,1.3686672E3,-46.54850006,
,,,1.3809975E3,-52.54850006,
,,,1.3933278E3,-69.348503113,
,,,1.4056583E3,-56.948501587,
,,,1.4179886E3,-53.74850082,
,,,1.4303189E3,-53.74850082,
,,,1.4426492E3,-55.348503113,
,,,1.4549796E3,-69.348503113,
,,,1.4673099E3,-55.348503113,
,,,1.4796402E3,-44.54850006,
,,,1.4919705E3,-42.94850159,
,,,1.5043009E3,-43.34850311,
,,,1.5166312E3,-46.94850159,
,,,1.5289616E3,-69.348503113,
,,,1.5412919E3,-57.748500824,
,,,1.5536223E3,-52.14850235,
,,,1.5659526E3,-52.14850235,
,,,1.5782829E3,-52.54850006,
,,,1.5906132E3,-59.348503113,
,,,1.6029436E3,-74.948501587,
,,,1.6152739E3,-55.348503113,
,,,1.6276042E3,-52.54850006,
,,,1.6399346E3,-52.54850006,
,,,1.6522650E3,-54.54850006,
,,,1.6645953E3,-69.348503113,
,,,1.6769256E3,-52.14850235,
,,,1.6892559E3,-43.74850082,
,,,1.7015863E3,-42.54850006,
,,,1.7139166E3,-42.54850006,
,,,1.7262469E3,-46.94850159,
,,,1.7385772E3,-66.548500061,
,,,1.7509076E3,-59.348503113,
,,,1.7632380E3,-53.74850082,
,,,1.7755683E3,-54.14850235,
,,,1.7878986E3,-54.54850006,
,,,1.8002290E3,-63.348503113,
,,,1.8125593E3,-65.748504639,
,,,1.8248896E3,-48.94850159,
,,,1.8372199E3,-46.14850235,
,,,1.8495503E3,-45.74850082,
,,,1.8618806E3,-48.54850006,
,,,1.8742109E3,-61.348503113,
,,,1.8865413E3,-60.948501587,
,,,1.8988717E3,-52.54850006,
,,,1.9112020E3,-51.34850311,
,,,1.9235323E3,-51.34850311,
,,,1.9358626E3,-58.148502350,
,,,1.9481930E3,-74.948501587,
,,,1.9605233E3,-58.148502350,
,,,1.9728536E3,-54.14850235,
,,,1.9851839E3,-53.74850082,
,,,1.9975143E3,-54.948501587,
,,,2.0098447E3,-61.348503113,
,,,2.0221750E3,-50.94850159,
,,,2.0345053E3,-38.14850235,
,,,2.0468357E3,-36.14850235,
,,,2.0591659E3,-36.14850235,
,,,2.0714964E3,-38.94850159,
,,,2.0838268E3,-54.14850235,
,,,2.0961571E3,-62.948501587,
,,,2.1084874E3,-54.54850006,
,,,2.1208177E3,-54.948501587,
,,,2.1331481E3,-54.14850235,
,,,2.1454784E3,-59.348503113,
,,,2.1578087E3,-74.948501587,
,,,2.1701390E3,-52.54850006,
,,,2.1824693E3,-48.54850006,
,,,2.1947997E3,-48.14850235,
,,,2.2071300E3,-49.74850082,
,,,2.2194603E3,-57.348503113,
,,,2.2317906E3,-62.948501587,
,,,2.2441210E3,-52.14850235,
,,,2.2564513E3,-50.14850235,
,,,2.2687816E3,-50.14850235,
,,,2.2811119E3,-52.94850159,
,,,2.2934422E3,-68.548500061,
,,,2.3057726E3,-62.548503876,
,,,2.3181031E3,-53.74850082,
,,,2.3304335E3,-53.74850082,
,,,2.3427638E3,-51.34850311,
,,,2.3550941E3,-52.14850235,
,,,2.3674244E3,-36.94850159,
,,,2.3797548E3,-19.7485008,
,,,2.3920851E3,-16.5485020,
,,,2.4044154E3,-16.5485020,
,,,2.4167457E3,-18.1485004,
,,,2.4290760E3,-29.34850121,
,,,2.4414064E3,-48.14850235,
,,,2.4537367E3,-54.14850235,
,,,2.4660670E3,-52.94850159,
,,,2.4783973E3,-53.74850082,
,,,2.4907277E3,-56.148502350,
,,,2.5030580E3,-68.548500061,
,,,2.5153883E3,-56.148502350,
,,,2.5277186E3,-50.14850235,
,,,2.5400489E3,-50.14850235,
,,,2.5523795E3,-51.34850311,
,,,2.5647098E3,-58.548500061,
,,,2.5770402E3,-68.548500061,
,,,2.5893705E3,-51.34850311,
,,,2.6017008E3,-48.54850006,
,,,2.6140311E3,-48.54850006,
,,,2.6263615E3,-50.94850159,
,,,2.6386918E3,-68.548500061,
,,,2.6510221E3,-62.948501587,
,,,2.6633524E3,-54.54850006,
,,,2.6756827E3,-53.74850082,
,,,2.6880131E3,-53.74850082,
,,,2.7003434E3,-58.148502350,
,,,2.7126737E3,-65.348503113,
,,,2.72500404E3,-42.94850159,
,,,2.73733436E3,-38.14850235,
,,,2.74966468E3,-37.74850082,
,,,2.76199500E3,-38.94850159,
,,,2.77432533E3,-46.94850159,
,,,2.78665565E3,-62.948501587,
,,,2.79898622E3,-55.348503113,
,,,2.81131654E3,-52.94850159,
,,,2.82364686E3,-53.74850082,
,,,2.83597719E3,-55.348503113,
,,,2.84830751E3,-68.548500061,
,,,2.86063783E3,-59.748500824,
,,,2.87296815E3,-51.74850082,
,,,2.88529848E3,-50.94850159,
,,,2.89762880E3,-51.74850082,
,,,2.90995912E3,-56.148502350,
,,,2.92228945E3,-74.948501587,
,,,2.93461977E3,-51.34850311,
,,,2.94695009E3,-46.54850006,
,,,2.95928041E3,-46.14850235,
,,,2.97161074E3,-47.34850311,
,,,2.98394106E3,-56.548500061,
,,,2.99627138E3,-69.348503113,
,,,3.00860171E3,-57.748500824,
,,,3.02093203E3,-53.74850082,
,,,3.03326235E3,-53.74850082,
,,,3.04559292E3,-56.148502350,
,,,3.05792324E3,-66.548500061,
,,,3.07025356E3,-50.94850159,
,,,3.08258389E3,-43.74850082,
,,,3.09491421E3,-43.34850311,
,,,3.10724453E3,-43.74850082,
,,,3.11957486E3,-49.74850082,
,,,3.13190518E3,-68.548500061,
,,,3.14423550E3,-55.348503113,
,,,3.15656582E3,-51.74850082,
,,,3.16889615E3,-51.34850311,
,,,3.18122647E3,-52.94850159,
,,,3.19355679E3,-61.348503113,
,,,3.20588712E3,-62.548503876,
,,,3.21821744E3,-53.74850082,
,,,3.23054776E3,-52.14850235,
,,,3.24287808E3,-52.14850235,
,,,3.25520841E3,-56.148502350,
,,,3.26753873E3,-69.348503113,
,,,3.27986930E3,-48.94850159,
,,,3.29219962E3,-42.54850006,
,,,3.30452994E3,-42.14850235,
,,,3.31686026E3,-42.54850006,
,,,3.32919059E3,-49.34850311,
,,,3.34152091E3,-74.948501587,
,,,3.35385123E3,-57.748500824,
,,,3.36618156E3,-54.14850235,
,,,3.37851188E3,-54.948501587,
,,,3.39084220E3,-56.148502350,
,,,3.40317252E3,-64.148498535,
,,,3.41550285E3,-57.748500824,
,,,3.42783317E3,-47.34850311,
,,,3.44016349E3,-46.54850006,
,,,3.45249382E3,-46.54850006,
,,,3.46482414E3,-50.14850235,
,,,3.47715446E3,-68.548500061,
,,,3.48948478E3,-57.348503113,
,,,3.50181511E3,-51.34850311,
,,,3.51414543E3,-51.34850311,
,,,3.52647600E3,-51.34850311,
,,,3.53880632E3,-58.548500061,
,,,3.55113664E3,-74.948501587,
,,,3.56346697E3,-55.748500824,
,,,3.57579729E3,-54.14850235,
,,,3.58812761E3,-53.74850082,
,,,3.60045793E3,-55.748500824,
,,,3.61278826E3,-65.748504639,
,,,3.62511858E3,-45.34850311,
,,,3.63744890E3,-36.54850006,
,,,3.64977923E3,-35.74850082,
